New Jersey,1/25/21,55575,55575
New Mexico,1/25/21,13650,13650
New York,1/25/21,71175,71175
New York City,1/25/21,53625,53625
North Carolina,1/25/21,63375,63375
North Dakota,1/25/21,4875,4875
Ohio,1/25/21,73125,73125
Oklahoma,1/25/21,24375,24375
Oregon,1/25/21,26325,26325
Palau,1/25/21,0,0
Pennsylvania,1/25/21,71175,71175
Philadelphia,1/25/21,10725,10725
Puerto Rico,1/25/21,22425,22425
Rhode Island,1/25/21,6825,6825
South Carolina,1/25/21,31200,31200
South Dakota,1/25/21,5850,5850
Tennessee,1/25/21,41925,41925
Texas,1/25/21,165750,165750
U.S. Virgin Islands,1/25/21,975,975
Utah,1/25/21,17550,17550
Vermont,1/25/21,4875,4875
Virginia,1/25/21,52650,52650
Washington,1/25/21,46800,46800
West Virginia,1/25/21,11700,11700
Wisconsin,1/25/21,37050,37050
Wyoming,1/25/21,3900,3900
Alabama,1/18/21,30225,30225
Alaska,1/18/21,0,0
American Samoa,1/18/21,0,0
Arizona,1/18/21,42900,42900
Arkansas,1/18/21,18525,18525
California,1/18/21,241800,241800
Chicago,1/18/21,17550,17550
Colorado,1/18/21,35100,35100
Connecticut,1/18/21,23400,23400
Delaware,1/18/21,6825,6825
District of Columbia,1/18/21,4875,4875
Federal Entities,1/18/21,105300,105300
Florida,1/18/21,132600,132600
Georgia,1/18/21,63375,63375
Guam,1/18/21,0,0
Hawaii,1/18/21,9750,9750
Idaho,1/18/21,10725,10725
Illinois,1/18/21,63375,63375
Indiana,1/18/21,40950,40950
Iowa,1/18/21,19500,19500
Kansas,1/18/21,18525,18525
Kentucky,1/18/21,28275,28275
Louisiana,1/18/21,29250,29250
Maine,1/18/21,8775,8775
Mariana Islands,1/18/21,0,0
Marshall Islands,1/18/21,0,0
Maryland,1/18/21,38025,38025
Massachusetts,1/18/21,43875,43875
Michigan,1/18/21,62400,62400
Micronesia,1/18/21,0,0
Minnesota,1/18/21,34125,34125
Mississippi,1/18/21,18525,18525
Missouri,1/18/21,38025,38025
Montana,1/18/21,6825,6825
Nebraska,1/18/21,11700,11700
Nevada,1/18/21,18525,18525
New Hampshire,1/18/21,8775,8775
New Jersey,1/18/21,55575,55575
New Mexico,1/18/21,13650,13650
New York,1/18/21,71175,71175
New York City,1/18/21,53625,53625
North Carolina,1/18/21,63375,63375
North Dakota,1/18/21,4875,4875
Ohio,1/18/21,73125,73125
Oklahoma,1/18/21,24375,24375
Oregon,1/18/21,26325,26325
Palau,1/18/21,0,0
Pennsylvania,1/18/21,71175,71175
Philadelphia,1/18/21,10725,10725
Puerto Rico,1/18/21,22425,22425
Rhode Island,1/18/21,6825,6825
South Carolina,1/18/21,31200,31200
South Dakota,1/18/21,5850,5850
Tennessee,1/18/21,41925,41925
Texas,1/18/21,165750,165750
U.S. Virgin Islands,1/18/21,975,975
Utah,1/18/21,17550,17550
Vermont,1/18/21,4875,4875
Virginia,1/18/21,52650,52650
Washington,1/18/21,46800,46800
West Virginia,1/18/21,11700,11700
Wisconsin,1/18/21,37050,37050
Wyoming,1/18/21,3900,3900
Alabama,1/11/21,29250,29250
Alaska,1/11/21,0,0
American Samoa,1/11/21,0,0
Arizona,1/11/21,41925,41925
Arkansas,1/11/21,18525,18525
California,1/11/21,233025,233025
Chicago,1/11/21,16575,16575
Colorado,1/11/21,33150,33150
Connecticut,1/11/21,22425,22425
Delaware,1/11/21,5850,5850
District of Columbia,1/11/21,4875,4875
Federal Entities,1/11/21,102375,102375
Florida,1/11/21,127725,127725
Georgia,1/11/21,60450,60450
Guam,1/11/21,0,0
Hawaii,1/11/21,8775,8775
Idaho,1/11/21,9750,9750
Illinois,1/11/21,60450,60450
Indiana,1/11/21,39975,39975
Iowa,1/11/21,19500,19500
Kansas,1/11/21,17550,17550
Kentucky,1/11/21,27300,27300
Louisiana,1/11/21,28275,28275
Maine,1/11/21,8775,8775
Mariana Islands,1/11/21,0,0
Marshall Islands,1/11/21,0,0
Maryland,1/11/21,36075,36075
Massachusetts,1/11/21,42900,42900
Michigan,1/11/21,60450,60450
Micronesia,1/11/21,0,0
Minnesota,1/11/21,33150,33150
Mississippi,1/11/21,17550,17550
Missouri,1/11/21,37050,37050
Montana,1/11/21,6825,6825
Nebraska,1/11/21,11700,11700
Nevada,1/11/21,17550,17550
New Hampshire,1/11/21,8775,8775
New Jersey,1/11/21,53625,53625
New Mexico,1/11/21,12675,12675
New York,1/11/21,68250,68250
New York City,1/11/21,51675,51675
North Carolina,1/11/21,61425,61425
North Dakota,1/11/21,4875,4875
Ohio,1/11/21,70200,70200
Oklahoma,1/11/21,23400,23400
Oregon,1/11/21,25350,25350
Palau,1/11/21,0,0
Pennsylvania,1/11/21,69225,69225
